醫事機構代碼,醫事機構名稱,特約類別,電話,地址
3531016353,志善眼科診所,診所,02-22558989,新北市板橋區文化路２段１５１號１．２樓
3531016166,恩典復健家醫科診所,診所,02-22551661,新北市板橋區文化路２段１５５號１－５樓
3831011283,陳東熙中醫診所,診所,02-22592189,新北市板橋區文化路２段１６５號
3731014077,新埔牙醫診所,診所,02-22519378,新北市板橋區文化路２段１７號
3731014862,晶耀牙醫診所,診所,02-22510930,新北市板橋區文化路２段１８２巷３弄４６－３號１樓、２樓
3531018428,高端眼科診所,診所,02-22531092,新北市板橋區文化路２段１８２巷３弄４６號及４６之１號１、２樓
3731014148,嘉呈牙醫診所,診所,02-22587123,新北市板橋區文化路２段１８號１樓
3731010337,麗德牙醫診所,診所,02-22521405,新北市板橋區文化路２段２０號２樓
3731013347,立潔牙醫診所,診所,02-22508082,新北市板橋區文化路２段２３號１樓
3731014826,東豪牙醫診所,診所,02-22542287,新北市板橋區文化路２段２４１號１、２樓
3531010879,詹婦產科診所,診所,02-22529326,新北市板橋區文化路２段２號
3731010604,德聲牙醫診所,診所,02-22532455,新北市板橋區文化路２段３２４號
3531016406,昇陽診所,診所,02-82588688,新北市板橋區文化路２段３２６號１樓
3531015472,陳尚志診所,診所,02-82571122,新北市板橋區文化路２段３３０號．３３２號１，２樓
3731010757,江子翠林牙醫診所,診所,02-22532036,新北市板橋區文化路２段３３３號
3531013950,新象眼科診所,診所,02-82583730,新北市板橋區文化路２段３９４號
3831013438,福霖堂中醫診所,診所,02-22521299,新北市板橋區文化路２段４１０巷１弄２號
3531012033,蔡眼科診所,診所,02-22552702,新北市板橋區文化路２段４５號
3531016666,楊思亮診所,診所,02-82528779,新北市板橋區文化路２段４號
3531017690,板橋黃皮膚科診所,診所,02-22521288,新北市板橋區文化路２段５３號１樓、２樓
8331010512,社團法人新北市康復之友協會附設心橋工作坊,康復之家,02-22557504,新北市板橋區文化路２段５４８巷３１號１樓
3531012097,佑幼小兒科診所,診所,02-22526199,新北市板橋區文化路２段５７號
5931013889,宏周藥局,藥局,02-22551438,新北市板橋區文化路２段５號
3531010137,周耳鼻喉科診所,診所,02-22525158,新北市板橋區文化路２段５號１樓
3831012959,蓁禾堂中醫診所,診所,02-22533579,新北市板橋區文化路２段６號
3831013330,明德中醫診所,診所,02-22502835,新北市板橋區文聖街１９號
3731013696,晴天牙醫診所,診所,02-22516910,新北市板橋區文聖街２３號及２５號１樓
3531013076,林國本耳鼻喉科診所,診所,02-22557445,新北市板橋區文聖街６號
3531018179,臣雄診所,診所,02-29688354,新北市板橋區北門街２４號１樓及２６號１樓
5931012257,大昌藥局,藥局,02-89682579,新北市板橋區北門街２８號
3731010480,今日牙醫診所,診所,02-29601398,新北市板橋區北門街３０號
3831013278,仁心中醫診所,診所,02-29665049,新北市板橋區北門街４２之３號１、２樓
3531012337,黃何耳鼻喉科皮膚科聯合診所,診所,02-29689669,新北市板橋區北門街４號１，２樓
3731010300,潘牙醫診所,診所,02-29692328,新北市板橋區北門街５６號２樓
3831013812,康宸中醫診所,診所,02-89681969,新北市板橋區北門街５７號１樓、２樓
3831012691,板橋同仁堂中醫診所,診所,02-29589000,新北市板橋區四川路１段１３０號
3531012024,黃世鑫診所,診所,02-29536051,新北市板橋區四川路１段１４３號
5931014144,辰祐藥局,藥局,02-89647385,新北市板橋區四川路１段１５０號１樓
3531016086,辰祐婦產科診所,診所,02-29560015,新北市板橋區四川路１段１５２號１．２．３樓
3531018553,喜樂診所,診所,02-29511737,新北市板橋區四川路１段１５４號１樓
5931014751,活泉藥局,藥局,02-29647761,新北市板橋區四川路１段１５６號１樓、２樓
3531018839,晨益診所,診所,02-89537548,新北市板橋區四川路１段１７１號１樓
5931016246,和安藥局,藥局,02-29562068,新北市板橋區四川路１段１７１號１樓
3531017672,欣幼婦產科診所,診所,02-29591158,新北市板橋區四川路１段１８８號１樓、２樓、３樓、４樓、５樓
3531011527,薛松茂內科小兒科診所,診所,02-29598533,新北市板橋區四川路１段２１２號
5931016095,光澤醫美藥局,藥局,02-29551215,新北市板橋區四川路１段２１號１樓
3531011661,吳內科小兒科診所,診所,02-29610031,新北市板橋區四川路１段２２１號
5931011161,全國藥局,藥局,02-29511212,新北市板橋區四川路１段２３１號
5931011438,萬壽藥局,藥局,02-29617476,新北市板橋區四川路１段２５１號
3731012260,國新德威牙醫診所,診所,02-89513485,新北市板橋區四川路１段２５３號１樓
3531018133,禾安診所,診所,02-29563236,新北市板橋區四川路１段２６９號１樓及２樓
3731010926,智群牙醫診所,診所,02-29593738,新北市板橋區四川路１段２８６巷３號
3731011665,惠康牙醫診所,診所,02-29565561,新北市板橋區四川路１段３５９號
3831013885,耀祥中醫診所,診所,02-89535561,新北市板橋區四川路１段３６５號１樓
3531017985,板橋賴骨科診所,診所,02-29588579,新北市板橋區四川路１段４７３號１、２、３樓
3831013385,原福德中醫診所,診所,02-29590886,新北市板橋區四川路１段４７７號１樓．２樓
3531015169,常春聯合診所,診所,02-29642694,新北市板橋區四川路１段４７號
3531010333,李皮膚科診所,診所,02-29597256,新北市板橋區四川路１段５５號
3731013712,板橋誠品牙醫診所,診所,02-29561250,新北市板橋區四川路１段５７號２樓
3531015918,張明輝內科診所,診所,02-29640963,新北市板橋區四川路１段８１號
3531016460,板橋民富皮膚科診所,診所,02-89522722,新北市板橋區四川路１段９７號１樓
5931016611,民川藥局,藥局,02-29520090,新北市板橋區四川路１段９７號１樓
3831010679,泰源中醫診所,診所,02-29538708,新北市板橋區四川路１段９８號
3831012799,基平中醫診所,診所,02-89670851,新北市板橋區四川路２段１１６號１樓
3531015598,基安西醫診所,診所,02-89662464,新北市板橋區四川路２段１２０號１樓
5931016700,葆康藥局,藥局,02-89678373,新北市板橋區四川路２段２４５巷３號１樓
3531013414,吳建明小兒科診所,診所,02-89670670,新北市板橋區四川路２段２４５巷４６號
5931016504,仁泰藥局,藥局,02-89672133,新北市板橋區四川路２段３３號１樓
3531017207,仁佑耳鼻喉科診所,診所,02-8966-3577,新北市板橋區四川路２段３３號１樓及３９號１樓
5931015972,德豐健保藥局,藥局,02-89675880,新北市板橋區四川路２段４７巷３弄１號１樓
3531018679,鄭仁瑋耳鼻喉科診所,診所,02-89669876,新北市板橋區四川路２段５７號、５９號１樓
3731012251,喜樂牙醫診所,診所,02-89672121,新北市板橋區四川路２段９９－７號
5931016237,幸福健保藥局,藥局,02-22530009,新北市板橋區四維路１０６號１樓
3531017761,樂欣診所,診所,02-22526222,新北市板橋區四維路１０８號１樓
5931015847,樂多藥局,藥局,02-22523530,新北市板橋區四維路１０８號１樓
3831011158,良醫中醫診所,診所,02-22571982,新北市板橋區四維路１２４號
3731010659,慶安牙醫診所,診所,02-22576685,新北市板橋區四維路１３７巷１弄１號１樓
3731011316,益群牙醫診所,診所,02-22598351,新北市板橋區四維路１７９號
3831013689,蓁佑中醫診所,診所,02-22558869,新北市板橋區四維路２１８號１樓
3731014380,舒活牙醫診所,診所,02-82596651,新北市板橋區四維路２２７號１樓、２樓
5931011554,振民藥局,藥局,02-22572955,新北市板橋區四維路２６９巷９２號
3831013536,洪天註中醫診所,診所,02-82588019,新北市板橋區四維路２８９巷４４號１樓
5931013478,富盛藥局,藥局,02-22596016,新北市板橋區四維路２９１巷４弄２４號１樓
3531010404,周文通診所,診所,02-22572435,新北市板橋區四維路２９２號
5931010904,民眾藥局,藥局,02-22568881,新北市板橋區四維路２９５號
5931016675,上嘉藥局,藥局,02-22582278,新北市板橋區四維路２９６號１樓
5931016371,廣信健保藥局,藥局,02-22592918,新北市板橋區四維路３０４號１樓
3531017494,和安診所,診所,02-22578133,新北市板橋區四維路３１３號１樓
5931015285,廣安健保藥師藥局,藥局,02-22580963,新北市板橋區四維路３５５號１樓
3731013801,菁樺牙醫診所,診所,02-29599192,新北市板橋區民生路１段１９號１樓
3531013763,昕隆診所,診所,02-29500088,新北市板橋區民生路１段３號５摟
3531018544,新中興診所,診所,02-29599977,新北市板橋區民生路１段３號６、７樓
3731014022,板中興牙醫診所,診所,02-29599999,新北市板橋區民生路１段３號６、７樓
3531018277,中興診所,診所,02-29599999,新北市板橋區民生路１段３號６樓、７樓
3531010379,雅音眼科診所,診所,02-29527189,新北市板橋區民生路１段６０號
3731014568,麗晶牙醫診所,診所,02-22572667,新北市板橋區民生路２段２３８號１－４樓
3731014764,新優植牙醫診所,診所,02-82582380,新北市板橋區民生路２段２４９號２樓
3531012391,陳孟潮耳鼻喉科診所,診所,02-22563161,新北市板橋區民生路３段２６３巷１１號
3731014782,康祐臻品牙醫診所,診所,02-82536036,新北市板橋區民生路３段３２之１號１樓
5931011045,進發大藥局,藥局,02-22528361,新北市板橋區民治街１０１號
5931016362,濟安堂藥局,藥局,02-22587973,新北市板橋區民治街１１７號１樓
3531018697,民治復健科骨科診所,診所,02-22570306,新北市板橋區民治街１２７號１樓及２樓
5931014046,欣安藥局,藥局,02-23327830,新北市板橋區民治街１３１號
3531013138,板聯診所,診所,02-22559990,新北市板橋區民治街１４０號一樓
3831013643,善仁堂中醫診所,診所,02-22502515,新北市板橋區民治街４７號〈１樓〉
3731011585,浩明牙醫診所,診所,02-22543192,新北市板橋區民治街５２巷５弄１號
3531010280,王英權皮膚科診所,診所,02-29555232,新北市板橋區民族路１２９巷６號
3831013787,皇漢中醫診所,診所,02-89518880,新北市板橋區民族路１４９號１樓
3831010393,惠群中醫診所,診所,02-29589788,新北市板橋區民族路１６５號１樓
3531010351,林定鶯診所,診所,02-29512637,新北市板橋區民族路１６７號
3731010266,板橋林牙醫診所,診所,02-29632149,新北市板橋區民族路１７３號
3531012588,聖母診所,診所,02-29557226,新北市板橋區民族路１９７號
3731010702,吉祥牙醫診所,診所,02-29551329,新北市板橋區民族路２０５號
5931016693,正安健保藥局,藥局,02-29526813,新北市板橋區民族路２２４號（１樓）
3531018786,安欣診所,診所,02-29542598,新北市板橋區民族路２２８號１樓
3731011218,海山牙醫聯合診所,診所,02-29649538,新北市板橋區民族路２３１號
3731010015,華美牙醫診所,診所,02-29514395,新北市板橋區民族路２３３號
3531010655,葉內科診所,診所,02-29558210,新北市板橋區民族路２５５號
5931014055,重成藥局,藥局,02-29504057,新北市板橋區民族路２６７號
3531013852,德民耳鼻喉科診所,診所,02-29517017,新北市板橋區民族路２９２號
3531012668,幼華診所,診所,02-29642611,新北市板橋區民族路３０８號
3731010837,遠東牙醫診所,診所,02-29566132,新北市板橋區民族路４１號
3531010020,曾耳鼻喉科診所,診所,02-29621266,新北市板橋區民族路４３號１樓
3531011223,樂活醫美診所,診所,02-29519666,新北市板橋區民族路８９－２號１樓、５樓
3831013796,菩提中醫診所,診所,02-29560086,新北市板橋區民族路９５號１樓
3731014308,大原牙醫診所,診所,02-29515339,新北市板橋區民族路９７號１樓
3531013012,余立俊診所,診所,02-29671329,新北市板橋區民權路２０２巷１１弄２號
5931010977,穎川藥局,藥局,02-29660617,新北市板橋區民權路２０２巷４弄１號
3731014102,呂牙醫診所,診所,02-29692321,新北市板橋區民權路２０２巷９弄１４號１樓
5931012177,旭安大藥局,藥局,02-29682623,新北市板橋區民權路２０２巷９弄１號
