,54be8165-4900-4665-b63f-5956d38a10d1
"HIGHLY REFINED FISH OIL",54be8171-7744-4c15-b2d7-5956d38a10d1
"HINOKI OIL",54be817e-324c-4616-946b-5956d38a10d1
HINOKITIOL,54be8169-5e8c-4d14-9460-5956d38a10d1
HINOXIN,54be8172-8a0c-41b6-8bb1-5956d38a10d1
"HISTAMINE 2HCL",54be8166-a1f8-4542-b452-5956d38a10d1
"HISTAMINE FREE TOTAL LIVER EXTRACT",54be8174-40cc-4ef5-a7c7-5956d38a10d1
"HISTAPYRRODINE HCL",54be8177-18c8-4171-be98-5956d38a10d1
HISTIDINE,54be8163-7564-48de-b6a5-5956d38a10d1
"HISTIDINE HCL",54be8162-6184-405c-b709-5956d38a10d1
"HISTIDINE HCL MONOHYDRATE",54be8164-e800-4651-bf6f-5956d38a10d1
"HISTIDINE L- (HCL MONOHYDRATE)",54be8163-66c8-4e69-8169-5956d38a10d1
"HISTIDINE L- (HCL)",54be8163-7d50-4740-bff5-5956d38a10d1
"HISTIDINE L- HCL (EQ TO L-HISTIDINE HYDROCHLORIDE)",54be8162-5f3c-4c59-8f45-5956d38a10d1
"HISTIDINE L- HCL 2H2O",54be816a-c324-4180-b2a8-5956d38a10d1
"HISTIDINE L- HCL MONOHYDRATE",54be8162-f534-4a08-bfaf-5956d38a10d1
"HISTIDINE MONOHYDROCHLORIDE",54be8173-46ec-4276-a6fd-5956d38a10d1
"HISTIDINE MONOHYDROCHLORIDE ACID SALT",54be8163-bf48-4558-a041-5956d38a10d1
"HISTOLISATES OF AMIMAL , BOVINE OR SWINE SPLEEN",54be8168-0ee4-4154-be83-5956d38a10d1
"HIV KIT, TYPE I, ANTIBODY, ENV",54be816a-ace4-4ea1-888e-5956d38a10d1
"HIV KIT, TYPE I, ANTIBODY, ENV, PEROXIDASE",54be816a-78dc-4b0e-a69f-5956d38a10d1
"HIV KIT, TYPE II, ANTIBODY",54be816a-4c68-44f3-a90d-5956d38a10d1
"HIV KIT, TYPE II, ANTIBODY, ENV, I-125",54be816a-43bc-44c8-984f-5956d38a10d1
"HIV-1/HIV-2(E.COLI,B.MEGATERIUM,RECOMBINANT) ANTIGEN",54be816e-84fc-4543-a21e-5956d38a10d1
HOELEN,54be816c-c91c-423d-9a43-5956d38a10d1
"HOELEN EXTRACT",54be8170-cd64-45ed-9f3a-5956d38a10d1
"HOELEN POWDERED",54be8167-b830-482d-ad8b-5956d38a10d1
HOMATROPINE,54be8164-6380-4d4f-81a7-5956d38a10d1
"HOMATROPINE HBR",54be8162-295c-4d29-93e1-5956d38a10d1
"HOMATROPINE METHYLBROMIDE",54be8162-f0cc-423a-9d40-5956d38a10d1
HOMOCHLORCYCLIZINE,54be8166-d4b4-48a8-9c0d-5956d38a10d1
"HOMOCHLORCYCLIZINE 2HCL(HOMOCLOMIN)",54be8163-eec4-4457-9ca6-5956d38a10d1
"HOMOCHLORCYCLIZINE HCL(HOMOGININ)",54be8163-acd0-4858-9d30-5956d38a10d1
HOMOCOAGULASE,54be8170-6540-4804-861e-5956d38a10d1
HOMOSULFAMINE,54be8176-3510-4b3b-940f-5956d38a10d1
HONEY,54be8178-9034-467b-9490-5956d38a10d1
"HOP EXTRACT",54be8163-6988-429b-9764-5956d38a10d1
"HORSE-CHESTNUT EXTRACT",54be8165-05ac-4439-8ada-5956d38a10d1
"HUMAN ALBUMIN",54be816d-0bd4-4e06-b85e-5956d38a10d1
"Human albumin as macroaggregates",54be8171-3c5c-4d27-ae9f-5956d38a10d1
"HUMAN COAGULATION FACTOR IX",54be8178-c5e8-41ac-8141-5956d38a10d1
"HUMAN COMPONENT REGULAR INSULIN(DISSOLVED)",54be8173-a828-484d-a42b-5956d38a10d1
"HUMAN FOLLICLE STIMULATING HORMONE",54be8171-f724-4b9d-88ec-5956d38a10d1
"HUMAN FOLLIOLE-STIMULATING HORMONE",54be8165-d198-4a75-88a7-5956d38a10d1
"Human Hemin",54be816e-c500-4bd0-8152-5956d38a10d1
"Human Immunoglobulin G",54be817e-5de4-4bf8-b48f-5956d38a10d1
"HUMAN IMMUNOGLOBULIN PROTEINS",54be8179-e464-4a37-a4eb-5956d38a10d1
"Human immunoglobulin proteins with Tetanus potency",54be816d-2b9c-442a-b9ad-5956d38a10d1
"HUMAN MONOCOMP INSULIN 7 PT ISOPHANE CRYST,3 PT DISLOVD",54be8164-d2a4-4782-b3e0-5956d38a10d1
"HUMAN MONOCOMPONENT BIOSYNTHETIC REGULAR INSULIN",54be8173-2c2c-42c3-a7e2-5956d38a10d1
"HUMAN MONOCOMPONENT INSULIN BIOSYNTH (30% AMORPH,70% CRYSTALLINE INSULIN)",54be8166-534c-4c22-9ee9-5956d38a10d1
"HUMAN MONOCOMPONENT INSULIN BIOSYNTHETIC",54be8175-0ec0-4abb-add9-5956d38a10d1
"HUMAN MONOCOMPONENT ISOPHANE INSULIN",54be8164-2ce4-4c39-a901-5956d38a10d1
"HUMAN MONOCOMPONENT ISOPHANE INSULIN BIOSYNTHETIC",54be8166-6e40-4196-96e3-5956d38a10d1
"HUMAN NORMAL IMMUNOGLOBULIN (IVIG)",54be817e-5710-4af6-9a13-5956d38a10d1
"HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN",54be817e-5b00-47a7-965e-5956d38a10d1
"HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN",54be817e-7d60-4f33-8c85-5956d38a10d1
"HUMAN PLASMA FRACTION ENRICHED IN BLOOD COAGULATION FACTOR VIII AND HAVING A FACTOR VIII C",54be816d-e314-43de-906e-5956d38a10d1
"HUMAN PLASMA PROTEIN THEREOF IMMUNOGLOBULIN G(IgG) ≧96% WITH ANTIBODIES TO CYTOMEGALOVIRUS 100U",54be816b-5cec-41cb-adc1-5956d38a10d1
"HUMAN PLASMA PROTEIN WITH FACTOR VIII INHIBITOR BY PASSING ACTIVITY",54be8175-48d8-499f-91a4-5956d38a10d1
"HUMAN PLASMA PROTEINS",54be816c-4ab8-431e-bd6d-5956d38a10d1
"HUMAN ROTAVIRUS LIVE ATTENUATED RIX4414 STRAIN",54be817e-cd58-4f92-9e27-5956d38a10d1
"HUMAN THROMBIN",54be8171-2c20-495a-b640-5956d38a10d1
"HUMULI LUPULI EXTRACT",54be8175-fb7c-411f-9c5e-5956d38a10d1
"HYALURONATE SODIUM ( EQ TO SODIUM HYALURONATE )",54be8162-7378-4289-8d16-5956d38a10d1
HYALURONIDASE,54be816a-4cd0-4a43-b695-5956d38a10d1
"HYDRALAZINE HCL",54be8162-00b4-437d-ba51-5956d38a10d1
"HYDRANGEA SWEET",54be8163-9568-46c0-9f71-5956d38a10d1
"HYDRANGEAE DULCIS FOLIUM",54be8167-7454-4a8f-9506-5956d38a10d1
"HYDRAST CANAD EXTRACT",54be816a-a91c-4fbc-889a-5956d38a10d1
HYDRATALCITE,54be8172-dd38-4366-80b7-5956d38a10d1
"HYDROALAZINE (HCL)",54be8170-d56c-4e0d-b641-5956d38a10d1
"HYDROCHLORIC ACID",54be8163-2dbc-45a1-b2e8-5956d38a10d1
"HYDROCHLOROTHIAZIDE (EQ TO 3,4-DIHYDROCHLOROTHIAZIDE)",54be8162-9fd4-4b66-b50a-5956d38a10d1
"HYDROCHLOROTHIAZIDE MICRONIZED",54be816f-1878-46ff-b87e-5956d38a10d1
HYDROCORTAMATE,54be8175-b648-4b0f-ae61-5956d38a10d1
"HYDROCORTAMATE HCL",54be816b-5b4c-457c-9f72-5956d38a10d1
HYDROCORTISONE,54be8162-1408-4e93-8669-5956d38a10d1
"HYDROCORTISONE (ADRENAL CORTIC EXTRACT)",54be8172-d4d0-4a67-8646-5956d38a10d1
"HYDROCORTISONE (CAPROATE)",54be816d-2adc-4ba1-8807-5956d38a10d1
"HYDROCORTISONE (SODIUM PHOSPHATE)",54be817a-1ce0-4a62-be3a-5956d38a10d1
"HYDROCORTISONE (SODIUM SUCCINATE)",54be8162-61c0-4022-861f-5956d38a10d1
"HYDROCORTISONE 17-BUTYRATE",54be8165-3304-40d6-9946-5956d38a10d1
"HYDROCORTISONE 17-VALERATE",54be8166-784c-46d1-8fcf-5956d38a10d1
"HYDROCORTISONE ACETATE",54be8162-3d80-46ae-8465-5956d38a10d1
"HYDROCORTISONE ALC",54be816b-71f4-434d-9263-5956d38a10d1
"HYDROCORTISONE BUTYRATE",54be816a-8cc4-4355-b7e2-5956d38a10d1
"HYDROCORTISONE CAPROATE",54be8174-9964-4053-b6b1-5956d38a10d1
"HYDROCORTISONE CAPRYLATE",54be8177-acbc-4fe4-b4b7-5956d38a10d1
"HYDROCORTISONE HYDROGEN SUCCINATE(H.HEMISUCCINATE",54be8171-6d10-4336-b2c6-5956d38a10d1
"HYDROCORTISONE SODIUM HEMISUCCINATE",54be8169-7678-4968-ab22-5956d38a10d1
"HYDROCORTISONE SODIUM PHOSPHATE",54be816f-8878-49a4-8dfc-5956d38a10d1
"HYDROCORTISONE SULFATE",54be8171-cb74-4c33-990f-5956d38a10d1
HYDROCORTISONE-17-A-PROPIONATE-21-ACETATE,54be816d-fbd8-4000-b60b-5956d38a10d1
"HYDROCOTYLE(40% ASIATICOSIDE+60% MADECASSIC+ASIATIC ACI",54be8165-d688-41ea-a339-5956d38a10d1
HYDROFLUMETHIAZIDE,54be8162-ff68-4591-bfe4-5956d38a10d1
"HYDROGEN PEROXIDE",54be8162-b17c-4ae9-90c8-5956d38a10d1
"HYDROGEN PEROXIDE SOLUTION",54be816a-faa0-406a-98e7-5956d38a10d1
"HYDROLYSATUM PLEXUS HAEMORR HOIDALLIS SUILLUS",54be8176-90e8-4f92-bc72-5956d38a10d1
"Hydromorphone HCL",54be8177-aaf0-4b49-b2c9-5956d38a10d1
"HYDROPHILIC OINTMENT",54be8167-912c-4193-86d8-5956d38a10d1
"HYDROPHILIC PETROLATUM",54be8174-6a98-4435-8aa0-5956d38a10d1
HYDROPROPIZINE,54be816e-c8c0-46df-8e64-5956d38a10d1
HYDROQUINONE,54be8162-8154-45fe-b22f-5956d38a10d1
HYDROTALCITE,54be8163-88ac-4f48-aad9-5956d38a10d1
"HYDROXIDE (MAGNESIUM)",54be8175-5d64-4c45-b657-5956d38a10d1
HYDROXOCOBALAMIN,54be8162-2e78-46fb-b9a2-5956d38a10d1
"HYDROXOCOBALAMIN (ACETATE)",54be8165-bec4-4c3a-901d-5956d38a10d1
"HYDROXOCOBALAMIN (HCL)",54be8167-ce20-455c-b0f2-5956d38a10d1
"HYDROXOCOBALAMIN ACETATE",54be8162-dd20-440b-8cbb-5956d38a10d1
"HYDROXOCOBALAMIN ANHYDROUS",54be8177-23f4-448f-9f55-5956d38a10d1
"HYDROXOCOBALAMIN CHLORIDE",54be816a-0374-4c6d-9f6e-5956d38a10d1
"HYDROXOCOBALAMIN HCL",54be8167-b578-42f8-9899-5956d38a10d1
"HYDROXOCOBALAMIN HCL ANHYDROUS",54be817a-c00c-4f95-a200-5956d38a10d1
HYDROXYAPATITE,54be817c-47e4-4d9a-9915-5956d38a10d1
"HYDROXYBENZOIC ACID PARA- (ESTER)",54be816a-d31c-41ec-a30e-5956d38a10d1
"HYDROXYBUTYRATE P-PHENETIDINE",54be8162-7e0c-422e-af37-5956d38a10d1
"HYDROXYBUTYRIC ACID BETA- P-PHENETIDIDE (BUCETIN)",54be8162-dc4c-46a4-be30-5956d38a10d1
"HYDROXYCHLOROQUINE SULFATE",54be8163-a1d0-41aa-a5bc-5956d38a10d1
"HYDROXYEPHEDRINE PARA- HCL",54be8174-1c6c-4d77-a160-5956d38a10d1
"HYDROXYETHYL CELLULOSE",54be8166-d840-4d88-9deb-5956d38a10d1
"HYDROXYETHYL METHYLCELLULOSE",54be8164-d880-4001-9848-5956d38a10d1
"HYDROXYETHYL STARCH (130/0.4)",54be8172-cb50-4242-96b6-5956d38a10d1
"HYDROXYETHYL STARCH (200/0.5)",54be8167-32f8-4f13-b040-5956d38a10d1
"HYDROXYETHYL STARCH 70000",54be8162-932c-431d-91cf-5956d38a10d1
"HYDROXYPROGESTERONE 17-ALPHA- CAPROATE",54be8163-87e0-45bf-84d7-5956d38a10d1
"HYDROXYPROGESTERONE CAPROATE",54be8164-f2f4-477f-8168-5956d38a10d1
"HYDROXYPROPYL CELLULOSE (EQ TO HYDROXYPROPYLCELLULOSE)",54be8166-0d80-490e-aa35-5956d38a10d1
"HYDROXYPROPYL CELLULOSE LOW SUBSTITUTIVE",54be8166-5114-4ef1-8870-5956d38a10d1
"HYDROXYPROPYL METHYLCELLULOSE (EQ TO HPMC)",54be816d-0df0-46fd-a111-5956d38a10d1
"HYDROXYPROPYLMETHYLCELLULOSE(EQ TO HYPROMELLOSEHYDROMELLOSE)(HPMC)",54be8162-9be8-438b-94a5-5956d38a10d1
"HYDROXYQUINOLINE 8- (OXYQUINOLINE 8-)",54be8170-8114-472f-a6b1-5956d38a10d1
"HYDROXYQUINOLINE 8-BENZOATE",54be8179-5974-4922-9bd0-5956d38a10d1
"HYDROXYQUINOLINE SULFATE POTASSIUM",54be8163-fb3c-48e1-ba2c-5956d38a10d1
"HYDROXYSTEARIC ACID 11-",54be8179-0b54-4b47-b159-5956d38a10d1
HYDROXYUREA,54be8163-3638-4d55-9b75-5956d38a10d1
HYDROXYZINE,54be816c-19b0-4e08-b42a-5956d38a10d1
"HYDROXYZINE DIHYDROCHLORIDE",54be8170-690c-481d-a02a-5956d38a10d1
"HYDROXYZINE HCL",54be8163-8cf8-407d-8c34-5956d38a10d1
"HYDROXYZINE PAMOATE",54be8163-7068-4347-ae73-5956d38a10d1
"HYMECROMONE (IMECROMONE)",54be8164-8844-437f-b8de-5956d38a10d1
HYOSCYAMINE,54be8162-56a8-454b-913f-5956d38a10d1
"HYOSCYAMINE (SULFATE)",54be8177-51a0-45ce-8ca5-5956d38a10d1
"HYOSCYAMINE CITRATE",54be817d-dc34-4be7-bd2b-5956d38a10d1
"HYOSCYAMINE HYDROBROMIDE",54be8163-834c-4f7d-b350-5956d38a10d1
"HYOSCYAMINE SULFATE",54be8163-bd9c-4bd2-96a9-5956d38a10d1
"HYOSCYAMUS EXTRACT",54be8171-0fe0-4736-98c7-5956d38a10d1
HYPERPAX,54be817c-db74-4435-a67c-5956d38a10d1
HYPROMELLOSE,54be8162-23ec-47de-b555-5956d38a10d1
"HYPROMELLOSE 4000",54be817a-dacc-410c-a256-5956d38a10d1
"HYPROMELLOSE 4500",54be8164-c14c-4adf-b244-5956d38a10d1
"Ibandronate sodium",54be817b-1afc-4ab0-833e-5956d38a10d1
IBUFENAC,54be816d-dc00-4b1d-94e6-5956d38a10d1
IBUPROFEN,54be8162-3548-469b-b888-5956d38a10d1
"IBUPROFEN LYSINE",54be8165-47d0-46d8-a1d7-5956d38a10d1
ICHTHAMMOL,54be816c-b898-4793-8119-5956d38a10d1
"ICHTHAMMOL AMMONIUM",54be817a-3d44-4e4f-a76a-5956d38a10d1
ICODEXTRIN,54be816d-7bd8-4922-bfe0-5956d38a10d1
"IDARUBICIN HCL",54be8165-1e20-4395-b05f-5956d38a10d1
IDOXURIDINE,54be8162-484c-498a-95dc-5956d38a10d1
IDURSULFASE,54be816e-d75c-4ca6-a8f2-5956d38a10d1
IFOSFAMIDE,54be8169-b168-47c5-9947-5956d38a10d1
ILOPROST,54be8171-6588-4c23-9c54-5956d38a10d1
"IMATINIB MESYLATE",54be8163-34e0-409c-a90d-5956d38a10d1
"IMIDAPRIL HYDROCHLORIDE",54be8174-d814-4910-81b9-5956d38a10d1
"IMIDAZOLIDINYL UREA",54be817c-79c4-4209-81ba-5956d38a10d1
IMIGLUCERASE,54be816c-fb98-46f0-a2f2-5956d38a10d1
IMIPENEM,54be8163-e298-427b-828d-5956d38a10d1
IMIPRAMINE,54be8165-8304-4dc9-abbf-5956d38a10d1
"IMIPRAMINE HCL",54be8163-f3e4-41dd-a7e5-5956d38a10d1
IMIQUIMOD,54be8173-63bc-4879-ac31-5956d38a10d1
IMMUNOGLOBULIN,54be8165-edd4-4fb0-a09a-5956d38a10d1
"IMMUNOGLOBULIN ANTILYMPHOCYTE",54be8163-23bc-45ba-95a8-5956d38a10d1
"IMMUNOGLOBULIN HORSE",54be8162-c79c-483c-b501-5956d38a10d1
"IMMUNOGLOBULIN HUMAN",54be8166-9064-4145-bff5-5956d38a10d1
"IMMUNOGLOBULIN HUMAN SERUM",54be8164-4d2c-4e11-9698-5956d38a10d1
"IMMUNOGLOBULIN HUMAN SERUM, PLASMATIC ORIGIN",54be817d-3ff4-4c62-bde2-5956d38a10d1
"IMMUNOGLOBULIN SERUM",54be8171-8554-415f-ad84-5956d38a10d1
"IMMUNOGLOBULIN SOLUTION STERILE",54be817c-bc4c-4461-af8f-5956d38a10d1
"IMMUNOGLOBULIN, RABBIT ANTI-HUMAN THYMOCYTE",54be816c-a124-435a-85e4-5956d38a10d1
"IMPERATORIN (AMMIDIN)",54be816c-96b0-4721-ad1a-5956d38a10d1
"IN GRANULES SOLUBLE IN INTESTINES",54be8169-3240-4e15-9301-5956d38a10d1
"IN GRANULES SOLUBLE IN STOMACH",54be8169-4758-447c-99ce-5956d38a10d1
"INACTIVATED POLIO VIRUS - TYPE 2",54be816d-0de8-40de-9b42-5956d38a10d1
"INACTIVATED POLIO VIRUS -TYPE 1",54be816d-ebec-4cf3-928f-5956d38a10d1
"INACTIVATED POLIO VIRUS -TYPE 3",54be816d-2eb8-4a37-8f1d-5956d38a10d1
"INACTIVATED POLIOVIRUS VACCINE TYPE I",54be816c-e0cc-4dae-9e3f-5956d38a10d1
"INACTIVATED POLIOVIRUS VACCINE TYPE II",54be816c-f51c-4c84-8e70-5956d38a10d1
"INACTIVATED POLIOVIRUS VACCINE TYPE III",54be816c-09d0-46ff-bdf9-5956d38a10d1
"INACTIVATED RABIES VIRUS",54be817e-2e0c-48b4-bdfe-5956d38a10d1
"INDACATEROL MALEATE",54be8162-fae8-4b95-9335-5956d38a10d1
INDAPAMIDE,54be8162-45d8-41f8-a3c9-5956d38a10d1
"INDAPAMIDE (HEMIHYDRATE)",54be8178-a0a4-4e25-80bc-5956d38a10d1
"INDAPAMIDE HEMIHYDRATE",54be8163-932c-40be-92de-5956d38a10d1
"INDENOLOL HCL",54be8163-2ea0-4bd5-9129-5956d38a10d1
"INDIGO CARMINE (FD&C BLUE NO.2)(INDIGOTINE)",54be816e-e93c-4756-afeb-5956d38a10d1
"INDIGO CARMINE ALUMINUM LAKE",54be8177-4b8c-4528-b7a8-5956d38a10d1
"INDINAVIR SULFATE",54be8173-9acc-4cee-8951-5956d38a10d1
"INDIUM IN-111 CHLORIDE",54be817a-e420-4953-9bb8-5956d38a10d1
"INDOCYANINE GREEN",54be8163-4470-4544-a679-5956d38a10d1
INDOMETHACIN,54be8162-a6cc-47f7-8a94-5956d38a10d1
INDOPROFEN,54be8169-db64-44fe-9307-5956d38a10d1
"INDORAMIN (HCL)",54be8165-88fc-4cd0-b74a-5956d38a10d1
"INF (2-FURYL METHYL KETONE ISONICOTINOYLHYDRAZONE",54be817b-da34-40b7-b9a6-5956d38a10d1
"INNER LAYER",54be817b-308c-4c0d-bc20-5956d38a10d1
INOSINE,54be8163-0e6c-4a64-92e6-5956d38a10d1
INOSITOL,54be8179-29a8-47dc-9c56-5956d38a10d1
"INOSITOL (MESO-INOSITOL)",54be8162-6a28-4a69-b57d-5956d38a10d1
"INOSITOL (YEAST CONC.)",54be8164-98fc-4adf-9be0-5956d38a10d1
"INOSITOL FROM YEAST CONC.",54be8168-187c-4698-97c0-5956d38a10d1
"INOSITOL HEXA-NICOTINATE",54be8163-e8a4-44d0-b265-5956d38a10d1
"INOSITOL L-",54be8169-76fc-461d-bfb0-5956d38a10d1
"INOSITOL NIACINATE",54be8162-8f3c-48b5-bed9-5956d38a10d1
INSULIN,54be8163-72a0-4e77-9c57-5956d38a10d1
"INSULIN AMORPHOUS",54be817d-8120-47c8-ae4c-5956d38a10d1
"INSULIN ASPART",54be8171-8d64-4b3b-baa3-5956d38a10d1
"INSULIN ASPART (INSULIN ASPART: INSULIN ASPART PROTAMINE 30:70)",54be8177-73f8-4063-87ca-5956d38a10d1
"INSULIN BEEF",54be8177-0894-4bb9-8964-5956d38a10d1
"INSULIN CHROMATOGRAPHED",54be8175-21e0-4178-86e9-5956d38a10d1
"INSULIN CHROMATOGRAPHED ,PROCINE AND BORINE IN CRYSTAL",54be8163-53c8-4525-83c1-5956d38a10d1
"INSULIN CHROMATOGRAPHED, PROCINE",54be8163-a1e8-462d-8048-5956d38a10d1
"INSULIN CHROMATOGRAPHED,PROCINE AND BORINE IN AMORPHOUS",54be8163-4234-4887-892d-5956d38a10d1
"INSULIN CRYSTALLINE",54be8165-c048-481a-8a27-5956d38a10d1
"INSULIN CRYSTALLINE HIGH PURIFIED",54be8165-09b8-453a-bad3-5956d38a10d1
"INSULIN CRYSTALLINE SUSPENDED",54be8175-a7c4-4889-810a-5956d38a10d1
"INSULIN DETEMIR",54be8177-fe00-4d07-9f77-5956d38a10d1
"INSULIN DISSOLVED",54be8175-8f28-41ee-b168-5956d38a10d1
"INSULIN GLARGINE",54be8171-6528-4ead-aa0f-5956d38a10d1
"INSULIN GLULISINE (HOE 901)",54be8177-22f8-46a7-bd63-5956d38a10d1
"INSULIN HUMAN",54be8167-fbd4-4c62-8f7a-5956d38a10d1
"INSULIN HUMAN BIOSYNTHETIC (ISOPHANE INSULIN CRYSTALS)",54be8173-320c-4122-a9be-5956d38a10d1
"INSULIN HUMAN BIOSYNTHETIC FROM SOLUBLE FRACTION",54be8173-08a4-4a93-9b78-5956d38a10d1
"INSULIN HUMAN HIGHLY PURIFIED",54be8168-7ef8-4d52-beb0-5956d38a10d1
"INSULIN HUMAN SEMISYNTHETIC",54be8167-f24c-4e3f-8341-5956d38a10d1
"INSULIN ISOPHANE PORCINE",54be8164-ad0c-4f4e-be83-5956d38a10d1
"INSULIN LISPRO",54be8171-fae8-49da-9441-5956d38a10d1
"INSULIN MONOCOMPONENT PORCINE AND BOVIN AMORPHOUS",54be8174-9458-4a2e-9ee0-5956d38a10d1
"INSULIN MONOCOMPONENT PORCINE AND BOVIN CRYSTAL",54be8174-b1a4-4c95-b5e5-5956d38a10d1
"INSULIN MONOCOMPONENT, HUMAN",54be8162-6c30-4893-b33f-5956d38a10d1
"INSULIN MONOCOMPONENT, HUMAN IN AMORPHOUS STATE",54be8164-e934-4bad-ac06-5956d38a10d1
"INSULIN MONOCOMPONENT, HUMAN IN CRYSTAL STATE",54be8164-06fc-472b-8007-5956d38a10d1
"INSULIN MONOCOMPONENT, PORCINE",54be8163-ce70-4e37-98c1-5956d38a10d1
"INSULIN MONOCOMPONENT, PORCINE AND BOVINE",54be8169-b8c0-4ae2-928f-5956d38a10d1
"INSULIN MONOCOMPONENT, PORCINE IN AMORPHOUS STATE",54be8163-8940-41f9-8e4f-5956d38a10d1
"INSULIN MONOCOMPONENT, PORCINE IN CRYSTAL STATE",54be8163-9818-4780-92a0-5956d38a10d1
"INSULIN PORK HIGH PURIFIED",54be8163-56d4-4acc-8a95-5956d38a10d1
"INSULIN PROTAMINE",54be8164-9a00-41f2-8c21-5956d38a10d1
"INSULIN PROTAMINE CRYSTALLINE",54be817d-5a9c-48a8-91df-5956d38a10d1
"INSULIN PROTAMINE PORK HIGH PURIFIED",54be8165-54cc-4e13-907c-5956d38a10d1
"INSULIN PROTAMINE RI.",54be8163-b08c-4876-8112-5956d38a10d1
"INSULIN PROTAMINE SULPHATE",54be8169-6b04-4ba9-a4b9-5956d38a10d1
"INSULIN PROTAMINE ZINC",54be817d-652c-4f8a-81cd-5956d38a10d1
"INSULIN RECRYSTALLINE",54be817d-4778-49f4-abc0-5956d38a10d1
"INSULIN RI.",54be8163-f0f0-4ee2-8d78-5956d38a10d1
"INSULIN ZINC CRYSTALS",54be8167-6930-4a3f-9fdc-5956d38a10d1
"INSULIN(ZINC CRYSTALS)",54be8173-b278-43b2-8105-5956d38a10d1
"INSULINE PROTAMINE HUMAN HIGH PURIFIED",54be8166-74c8-4618-b8ab-5956d38a10d1
"INTERFERON ALFACON-1",54be8173-02b0-491e-8493-5956d38a10d1
"INTERFERON ALPHA- 2A",54be8167-9bd4-42ae-9be8-5956d38a10d1
"INTERFERON ALPHA- 2B",54be8163-8440-4105-ab3b-5956d38a10d1
"INTERFERON ALPHA- MIXTURE (HUMAN LYMPHOBLASTOID IF)",54be8168-5748-4b00-953f-5956d38a10d1
"INTERFERON BETA-1A",54be816c-6b74-4325-b3b7-5956d38a10d1
"INTERFERON BETA-1B",54be816f-3e24-4a52-9d36-5956d38a10d1
"INTRINSIC FACTOR",54be8164-dc7c-40d9-8b37-5956d38a10d1
IOBITRIDOL,54be8162-8050-4328-8fb0-5956d38a10d1
"IOCARMATE DIMEGLUMINE",54be8176-b690-4097-94a9-5956d38a10d1
"IOCETAMIC ACID",54be8178-d244-4c34-9d2b-5956d38a10d1
"IODINATED GLYCEROL (IODOPROPYLIDENE GLYCEROL)",54be8163-77ac-4d40-9c40-5956d38a10d1
IODINE,54be8162-4aac-4d71-92ff-5956d38a10d1
"IODINE (10% TRITUR. IN DIBASIC CAL.PHOSPHATE/ANHYDROUS)",54be8167-5710-40a5-957a-5956d38a10d1
"IODINE (CALCIUM)",54be8162-baf4-42fb-96ca-5956d38a10d1
"IODINE (COMBINED ETHYL ESTER OF FATTY ACID OF OIL)",54be8176-4de0-4e16-abe0-5956d38a10d1
"IODINE (CUPROUS)",54be8169-4138-47c9-a3af-5956d38a10d1
"IODINE (IODINATED GLYCEROL)",54be817a-9c4c-4409-96b6-5956d38a10d1
"IODINE (KELP)",54be8164-d9ac-4912-8da7-5956d38a10d1
"IODINE (LECITHIN) (JODINE)",54be817a-40f8-4838-bb10-5956d38a10d1
"IODINE (ORGANICALLY BOUND)",54be8170-9988-4657-839a-5956d38a10d1
"IODINE (POTASSIUM)",54be8162-2c38-4bd7-b81b-5956d38a10d1
"IODINE (POVIDONE)",54be8163-4ab4-492f-a1f4-5956d38a10d1
"IODINE GLUTINATE",54be817c-5330-4d0b-a825-5956d38a10d1
"IODINE LECITHIN (JOLECITHIN)",54be816b-0fe0-4c38-ab1d-5956d38a10d1
"IODINE RESUBLIMATE",54be8162-2c10-4451-a75d-5956d38a10d1
IODINE-131,54be817a-bf9c-4469-a5bd-5956d38a10d1
"IODIPAMIDE DISODIUM",54be8165-52ec-4c21-b26d-5956d38a10d1
"IODIPAMIDE MEGLUMINE",54be8165-2ca4-45ea-9dfc-5956d38a10d1
IODIXANOL,54be8173-e8c8-44d8-b978-5956d38a10d1
IODOCASEIN,54be817d-e46c-44e2-83eb-5956d38a10d1
IODOCHLORHYDROXYQUIN,54be8162-ba24-44b6-95f7-5956d38a10d1
IODOFORM,54be8164-8284-4540-aad9-5956d38a10d1
"IODOHIPPURATE SODIUM I-131",54be8172-ac48-4756-883b-5956d38a10d1
"IODOMETHYL-NOR-CHOLEST-EN-OL I-131",54be8172-b990-45c6-a406-5956d38a10d1
IODOPHOR,54be8164-5370-483a-8ebc-5956d38a10d1
IODOPYRACET,54be817e-16cc-41ba-a433-5956d38a10d1
"IOGLICATE (MEGLUMINE)",54be8163-adf8-4ed3-bc05-5956d38a10d1
"IOGLYCAMIDE MEGLUMINE",54be8168-3b20-4a01-b163-5956d38a10d1
"IOGLYCAMIDE SODIUM",54be8174-0fac-44b6-8f34-5956d38a10d1
IOHEXOL,54be8162-8238-4d2a-a68a-5956d38a10d1
"IOHEXOL (ANHYDROUS)",54be8164-d41c-4564-a923-5956d38a10d1
IOPAMIDOL,54be8165-00bc-49bb-837d-5956d38a10d1
"IOPANOIC ACID",54be816b-692c-481e-bb17-5956d38a10d1
IOPHENDYLATE,54be8168-d444-4609-94c2-5956d38a10d1
