機構名稱,機構電話,機構地址
惠忠牙醫診所,02 9416389,新北市永和區中正路１２１號
卓越牙醫診所,89212345,新北市永和區仁愛路264號
光毅牙醫診所,(02)89216050,新北市永和區仁愛路60號1、2樓
世樺牙醫診所,29247865,新北市永和區永和路一段154號1樓、2樓
志開牙醫診所,29270673,新北市永和區中正路五四二號二樓
齊美牙醫診所,29292879,新北市永和區中正路742號1樓
清池診所,02-29241364,新北市永和區永利路122號
葉春風耳鼻喉科診所,29256980,新北市永和區中山路一段204號1樓
和安耳鼻喉科診所,29223000,新北市永和區中和路525號、中和市中和路404之2號
羅廣石診所,29428333,新北市永和區得和路198號
王杰凱小兒科診所,02-29489979、02-29277717,新北市永和區得和路275號1、2樓及永元路4號1樓
睿康診所,22326216,新北市永和區永和路二段32號2樓、中正路742號2樓
仁欣診所,,新北市永和區竹林路82號1、2樓
呂適存小兒科診所,89255155,新北市永和區竹林路51號1樓
天佑眼科診所,32332145,新北市永和區福和路106號一樓
明心診所,29286111,新北市永和區中正路748號
洪碩壎小兒科診所,29461171,新北市永和區中正路157號1樓
德上診所,29425368,新北市永和區中正路106號1-3樓
上立皮膚科診所,,新北市永和區中山路一段75號1、2樓
芳瑞皮膚科診所,29235000,新北市永和區永和路二段46號1~2樓
柯景馨診所,29275500,新北市永和區得和路307號1樓
祥盛診所,(02)89217116,新北市永和區中正路742號2F
捷安美麗診所,02-29293333,新北市永和區永貞路418號1樓
頂溪耳鼻喉科診所,02-29290066,新北市永和區永和路二段139-1號1樓
秀心診所,02-31512116,新北市永和區民生路31號1樓
芝妍皮膚專科診所,02-29256311,新北市永和區福和路241號1、2樓
李凱國皮膚科診所,02-32336888,新北市永和區永和路二段59號1樓
樂華診所,02-86608030,新北市永和區永和路一段155號1樓
永愛診所,02-29258680,新北市永和區永平路282之1號1樓
福和身心診所,,新北市永和區福和路240號1樓
冠宏骨科診所,02-29205237,新北市永和區福和路246、248、250、252號1樓
簡單美整形外科診所,02-3232608,新北市永和區永和路二段100號3樓
永和大學眼科診所,02-29235058,新北市永和區永和路2段235-1號1樓及地下1樓
景愛復健診所,02-86683188,新北市永和區中正路46號1、2、3、4樓
黃賜濱皮膚科診所,02-22496602,新北市永和區永元路116號1樓
楊安診所,22324943,新北市永和區仁愛路三０三號
蔡維中眼科診所,29412080,新北市永和區民權路三十號
黎新彬診所,32335676,新北市永和區永貞路十五號
惠恩診所,29249333,新北市永和區保安路212-1號1樓
國中診所,02-29213497,新北市永和區國中路十四號一樓
德美診所,29273001,新北市永和區中正路四五五之一號
銘亮診所,29248811,新北市永和區中正路三七六號
日祥診所,02 9216415,新北市永和區博愛街１６號
戴良恭診所,02 9499482,新北市永和區中正路二三七號
黃濂輝診所,02 9288605,新北市永和區成功路二段一零五號
真望診所,02 3938595,新北市永和區永貞路１８７號1樓
博新小兒科家庭醫學科診所,02 -32334150,新北市永和區仁愛路２４號1樓
長欣診所,02 2311663,新北市永和區文化路78號1~2樓
趙英進診所,02- 29283546,新北市永和區中正路584號
和信診所,286602595,新北市永和區秀朗二段９０號
惠生聯合診所,229214975,新北市永和區竹林路１３號1、2樓
大仁耳鼻喉科診所,286607969,新北市永和區福和路96號1樓
宏安診所,229231119,新北市永和區竹林路一六九號
安和耳鼻喉科診所,288607988,新北市永和區永和路一段二十四號一、二樓
國平耳鼻喉科診所,89233980,新北市永和區永貞路三七六號
奇煒牙醫診所,02-29223370,新北市永和區竹林路74號1、2樓
康活牙醫診所,89267001,新北市永和區竹林路43號1樓
群英牙醫診所,,新北市永和區福和路101號1樓
采丰牙醫診所,02-29403338,新北市永和區得和路414號1、2樓
宏康牙醫診所,29234491,新北市永和區保平路一九０號
瑞樺牙醫診所,29486022,新北市永和區中正路三十五號一樓二樓
如意牙醫診所,"29253037 ,29541959",新北市永和區永和路二段一七四號二樓
竹琳牙醫診所,22320186,新北市永和區竹林路一二五號
貝瑞牙醫診所,29247989,新北市永和區得和路二一三號一樓
先進牙醫診所,29225539,新北市永和區中和路四０七號一樓二樓
昱雅牙醫診所,29293908,新北市永和區中正路487號1樓2樓
頂真牙醫診所,89251102,新北市永和區永和路二段224號1樓
進安牙醫診所,(02) 29243858,新北市永和區信義路25巷6號1樓
宜康牙醫診所,02 9237310,新北市永和區安樂路２８２號
光泰牙醫診所,02 9417903,新北市永和區中正路５４號
得和牙醫診所,02 9415151,新北市永和區得和路２４７號二樓
王宏仁牙醫診所,02 9215903,新北市永和區竹林路１７９巷１１號
美讓牙醫診所,02 29439882,新北市永和區得和路９０號1樓
秀和牙醫診所,02 29208123,新北市永和區永元路十號
名德牙醫診所,02 9288794,新北市永和區中和路３１１號
日新牙醫診所,02 3630659,新北市永和區福和路１６３號
永慶牙醫診所,89250829,新北市永和區竹林路１5號一樓
保福牙醫診所,02 9214641,新北市永和區保福路一段４４號
名陽牙醫診所,02 9202173,新北市永和區竹林路１９１巷４號
群芳牙醫診所,02 9210395,新北市永和區仁愛路１１３號
漢聲牙醫診所,02 29258394,新北市永和區中正路545號一樓547一樓二樓
得翔牙醫診所,02 9465218,新北市永和區民生路１９號
民生張牙醫診所,02 9282504,新北市永和區得和路４１５號
新和牙醫診所,02 9210965,新北市永和區永貞路342號1樓
東捷牙醫診所,02 2316161,新北市永和區中正路６３０號
喜田牙醫診所,89231088,新北市永和區中正路491號1樓
蕙齡牙醫診所,229216309,新北市永和區永貞路七號
安潔牙醫診所,22318855,新北市永和區大新街十二號一樓
遠丁牙醫診所,9283198,新北市永和區竹林路一七六號二樓
晉安牙醫診所,9245165,新北市永和區永和路一段８號１．２樓
永和嘉仁牙醫診所,289269171,新北市永和區竹林路123號一樓
啟順牙醫診所,286606979,新北市永和區仁愛路１４５號
永信牙醫診所,229261455,新北市永和區中山路一段173號175號一樓二樓
唯豋牙醫診所,3361324,新北市永和區福和路２７０號
歐首牙醫診所,286681959,新北市永和區中正路三三四號一樓二樓
慶齡牙醫診所,229262718,新北市永和區安樂路２３８號
博新牙醫診所,229202681,新北市永和區中正路三六０號
至善牙醫診所,29430388,新北市永和區中正路二五六號
華賢牙醫診所,02 89216987,新北市永和區福和路九十八號
郁遠牙醫診所,02 29263010,新北市永和區保安路一三二號
誼安牙醫診所,02 29480567,新北市永和區中正路九十二號
小木屋牙醫聯合診所,02 82316123,新北市永和區保生路二十二巷八號一樓
昭和牙醫診所,02 29252075,新北市永和區中山路一段七號二樓
荷風牙醫診所,89286363,新北市永和區竹林路183號
維康牙醫診所,29488882,新北市永和區中正路133號1、2樓
祥和牙醫診所,02 9271515,新北市永和區文化路５７號
林文智牙醫診所,02 9421633,新北市永和區民治街８１號
保仁牙醫診所,02 9227408,新北市永和區保福路二段１０１號
智光牙醫診所,02 9414127,新北市永和區中正路６０巷３號
仁德牙醫診所,02-29434606,新北市永和區中正路７6號1樓
葉牙醫診所,02 9215721,新北市永和區永利路１２號
慶星牙醫診所,02 9247866,新北市永和區成功路二段６２號
第一牙醫診所,02 9293721,新北市永和區豫溪街１３７－４號
立人牙醫診所,02 9238258,新北市永和區保平路２１４巷１２弄１０號
泰安牙醫診所,02 9412275,新北市永和區中正路三一六號
文華牙醫診所,02 29217337,新北市永和區文化路118號
光田牙醫診所,02 9222300,新北市永和區文化路３７號
永和牙醫診所,02 9270823,新北市永和區永和路一段１５５－１號
崇恩牙醫診所,02 9284967,新北市永和區文化路７９號
永和健生堂中醫診所,86608198,新北市永和區仁愛路218號1樓
臻觀中醫診所,29257285,新北市永和區永貞路8號1樓2樓
康福中醫診所,29232696,新北市永和區中正路 478號一樓二樓
術德中醫診所,22315500,新北市永和區中正路261號1樓
妙華中醫診所,29252277,新北市永和區中和路429號5樓
惠康中醫診所,29267677,新北市永和區中和路609號1樓
華相中醫診所,(02)29232425,新北市永和區中正路568號1樓、570號1樓
一中醫診所,02-29296258,新北市永和區安樂路228號1樓
佳佳中醫診所,229213268,新北市永和區仁愛路50號1樓
祥同中醫診所,02-89280666,新北市永和區永和路二段290號1、2、3、4樓
昇揚中醫診所,29489991,新北市永和區中正路一六一號
聖昇中醫診所,,新北市永和區中正路一０九號一、二樓
明仁中醫診所,29223008,新北市永和區永貞路352號1樓
永和易元堂中醫診所,29420899,新北市永和區中正路62號1、2樓
祥寧中醫診所,29266869,新北市永和區中興街104號1-2樓及106號1-2樓
泉安堂中醫診所,29207377,新北市永和區竹林路4號1樓
聖元中醫診所,29263939,新北市永和區中山路1段168號1樓
華信中醫診所,29266688,新北市永和區保平路246號1樓
健祐中醫診所,02-89253030,新北市永和區竹林路一七三號一樓、二樓
福德中醫診所,29283222,新北市永和區仁愛路241號一樓、241號B1
釋善堂中醫診所,29421189,新北市永和區中正路155號一樓二樓
家康中醫診所,29291223,新北市永和區中正路三五八號一樓
祺元堂中醫診所,89253601,新北市永和區竹林路71-1號1樓
康源中醫診所,02 9258628,新北市永和區得和路３５１號
天德中醫診所,02 9247956,新北市永和區信義路７７號
俊發中醫診所,02 9213815,新北市永和區復興街３１號
竹林堂中醫診所,02 9213290,新北市永和區永和路二段２４９號
瓔美牙醫診所,02 29267626,新北市永和區林森路105號1樓
懷源牙醫診所,22310055,新北市永和區永貞路二０八號
嘉祐牙醫診所,89238653,新北市永和區得和路227號
維恆牙醫診所,86608536,新北市永和區永和路一段108號1、2樓
清池牙醫診所,29298174,新北市永和區福和路272號1、2樓
泰華內科針炙科中醫診所,02 9275634,新北市永和區保平路１２１號
大德生中醫診所,02 9216354,新北市永和區竹林路２２５巷２號
竹安堂中醫診所,02 9212751,新北市永和區永亨路７號
上海堂中醫診所,02 2319589,新北市永和區永貞路２１８號
獻寶中醫診所,02 9296945,新北市永和區福和路三六二號
明師中醫聯合診所,02 -29211685,新北市永和區永和路一段二號1、2、4樓
合元中醫診所,02 9418857,新北市永和區民權路８號
利源中醫診所,(02)89252558,新北市永和區竹林路179巷1號1樓
永豐中醫診所,9213264,新北市永和區永平路１４６號
葉圳松中醫診所,2461398,新北市永和區中和路３４３號１２．１２之２樓
華興中醫診所,9488722,新北市永和區成功路二段９０號
秀朗中醫診所,29488502,新北市永和區民權路二四號
新時代中醫診所,222310066,新北市永和區林森路１０４號
廣澤中醫診所,02 89217120,新北市永和區永元路三十二號一樓
清華中醫診所,02  32335102,新北市永和區永元路八十九號
崇愛中醫聯合診所,02 29296777,新北市永和區中山路一段一０一號一樓
匯豐牙醫診所,,新北市永和區永元路91號1樓
御登牙醫診所,28288098,新北市永和區福和路316號
鍾山牙醫診所,29217917,新北市永和區仁愛路10號1樓
樂華牙醫診所,29259399,新北市永和區中山路一段8號1樓
豐富牙醫診所,89235151,新北市永和區中山路1段261號1樓
幸鼎牙醫診所,22326922,新北市永和區永貞路173號1樓
