,54e0cc8e-6f30-43c2-aa6d-333ad38a10d1
"YONSUNG FINE CHEMICALS CO., LTD.207, SUJEONG-RO, JANGAN-MYEON, HWASEONG-SI, GYEONGGI-DO, 445-944, REPUBLIC OF KOREA",54eed48a-e684-4ed9-849a-5091d38a10d1
"YOO YOUNG PHARM. IND CO., LTD.609-1 YANGKOK-RI YANGCHEON-MYUN, KIMPO-KUN, KYUNGKI-DO1158-50 CHEGI-DONG, DONGDAEMOON-KU, SEOUL",54eed499-ffc8-4cde-a405-5091d38a10d1
"YOO YOUNG PHARM. IND. CO., LTD.609-1 YANGKOK-RI, YANGCHON-MYUN, KIMPO-KUN, KYUNGKI-DO1158-50 CHEHIDONG, DONGDAEMOON-KU, SEOUL, KOREA.",54eed496-3940-4add-964a-5091d38a10d1
"YOSHIDA PHARM. IND. CO. LTD.8-11 HIGASHISAKAECHO YOSHIDAMACHI NIIGATA 959-02 JAPAN2-5-1 NISHIKOBARIDAI NIIGATA,JAPAN",54eed494-9d4c-4e2c-9e40-5091d38a10d1
"YOSHIDA PHARMACEUTICAL INDUSTRY CO., LTD.8-11,YOSHIDAHIGASHISAKAE-CHO,TSUBAME-SHI,NIIGATA,JAPAN",54eed495-4de4-4fb2-a38b-5091d38a10d1
"YOSHINDO INC.3697-8 HAGINOSHIMA FUCHU-MACHI NEIGUN TOYAMA,JAPAN",54eed494-79b8-4127-a42e-5091d38a10d1
"YUHAN CHEMICAL INC.5BA-402，SHIHWA INDUSTRIAL COMPLEX 678-1，SUNGGOK-DONG, ANSAN-shi, GYEONGGI-DO, KOREA",54eed49a-4144-47e3-8eb2-5091d38a10d1
"YUHAN CORPORATION27-3 DANGJEONG-DONG,KUNPO-SI,KYUNGGI-DO,KOREA",54eed494-59cc-49ae-9bd1-5091d38a10d1
"YUHAN-CYANAMID, INC.59-13 DANGJUNG-DONG, KUNPO-SI, KYUNGGI-DO, KOREA.832-2 YOKSAM-DONG KANGNAM-KU SEOUL KOREA.",54eed497-6784-4715-95f4-5091d38a10d1
"YUKI GOSEI KOGYO CO. LTD.788, OCHIAI, JOBAN NISHI-GO MACHI, IWAKI-CITY, FUKUSHIMA PREFECTURE, JAPAN.",54eed48b-cecc-43f7-8afd-5091d38a10d1
"YUKINOMOTO HONTEN CO., LTD.182, OTANI-CHO, KASHIHARA CITY NARA, JAPAN",54eed48a-92bc-4b5e-b89d-5091d38a10d1
"YUNGJIN PHARM. CO., LTD.239-3 , KALGOT-RI , JINWIN-MYUN , PYUNGTAEK-KUN , KYUNGKI-DO , KOREA277-58,SUNGSOO-DONG 2-KA, SUNGDONG-KU, SEOUL,KOREA.",54eed48a-bd2c-4e9f-85b2-5091d38a10d1
"YUSKIN PHARMACEUTICAL CO., LTD.2-18-45, KOMAOKA, TSURUMI-KU, YOKOHAMA CITY, KANAGAWA PREFECTURE, JAPAN",54eed49a-b358-4000-8ebb-5091d38a10d1
"YUTOKU PHARMACEUTICAL IND. CO. LTD.2596-1, NOTOMIBUN, KASHIMA, CITY, SAGA-KEN",54eed494-b298-4932-8609-5091d38a10d1
"YUTOKU PHARMACEUTICAL INDUSTRIAL CO. LTD.2596-1, NOTOMIBUN, KASHIMA-SHI, SAGA, 849-1393 JAPAN",54eed499-80d8-49f8-8593-5091d38a10d1
"YUYU INDUSTRIAL CO. LTD.212, SUKSU-DONG, ANYANG CITY, KYUNGGI-DO",54eed493-2b60-4e75-b847-5091d38a10d1
"ZACH SYSTEM S.P.A.VIA DOVARO-36045 ALMISANO DI LONIGO (VICENZA) ITALY.",54eed497-ce14-4314-b12c-5091d38a10d1
"ZAMBON CHIMICA S.P.A.VIA DOVARO-36045 LONIGO (VICENZA)",54eed495-66fc-497b-82a6-5091d38a10d1
"ZAMBON GROUP S.P.A.VIA DELLA CHIMICA 9, VICENZA, ITALY",54eed489-7de8-4e41-b2b1-5091d38a10d1
"ZAMBON ITALIA S.R.L.VIA LILLO DEL DUCA 10, 20091 BRESSO (MI), ITALY",54eed498-3fd4-46d1-8834-5091d38a10d1
"ZAMBON S.P.A.VIA DELLA CHIMICA 9, VICENZA, ITALY",54eed498-baa0-4ea7-a3b8-5091d38a10d1
"ZAMBON SWITZERLAND LTD.VIA INDUSTRIA 13, CH-6814 CADEMPINO, SWITZERLAND",54eed499-35c8-43d3-9e30-5091d38a10d1
"ZENECA PHARMACEUTICALS.WILMINGTON, DELAWARE",54eed493-9574-466a-9b9b-5091d38a10d1
"ZENITH LAB. INC.NEW JERSEY 07647",54eed496-3d40-4c76-8a72-5091d38a10d1
"ZENKOKU YAKUHIN KOGYO CO., LTD.1-2, 2-CHOME, IMAI-CHO, KASHIHARA-CITY, NARA-PREF 634-0813 JAPAN",54eed498-79c4-48e7-a9c6-5091d38a10d1
"ZENYAKU KOGYO CO. LTD.(P)1225,GORINDAIRA, SABUI,KUROBANE-MACHI,NASU-GUN,TOCHIGI 342-0246,JAPAN.(0)2-9,NIHONBASHI MUROMACHI 3-CHOME,CHUO-KU,TOKYO,JAPAN.",54eed48b-726c-4e05-ab94-5091d38a10d1
"ZERIA, PHARMACEUTICAL CO. LTD.10-11 KOBUNA-CHO, NIHONBASHI CHUO-KU, TOKYO",54eed493-3788-4855-aca7-5091d38a10d1
"ZHANGJIAGANG CITY HONGXIN CHEMICAL PHARMACEUTICAL CO., LTD.NO.2 CHANGZXIN  ROAD DAXIN TOWN ZHANGJIAGANG CITY, JIANGSU PROVINCE, CHINA",54eed48b-c4d0-4030-9846-5091d38a10d1
"ZHANGJIAKOU DHA PHARMACEUTICAL CO., LTD.NO.24 JIANGUO ROAD., ZHANGJIAKOU, HEBEI PROVINCE, CHINA",54eed48b-3e34-4257-af09-5091d38a10d1
"ZHEJIANG  CHARIOTEER PHARMACEUTICAL CO.,LTDDAZHAN NONGCHANG, XIANJU COUNTY, ZHEJIANG PROVINCE, CHINA",54eed48b-0754-4d46-b287-5091d38a10d1
"ZHEJIANG  LANGHUA  PHARMACEUTICAL CO,. LTD.ZHEJIANG PROVINCIAL CHEMICAL AND MEDICAL  MATERIALS BASE LINHAI ZONE,  CHINA(317016)",54eed48c-5248-46d4-99ae-5091d38a10d1
"ZHEJIANG ANGLIKANG PHARMACEUTICAL CO., LTD.NO.1000 SHENGZHOU NORTH ROAD, SHENGZHOU, SHAOXING, ZHEJIANG, CHINA",54eed48c-b1c4-4d95-9944-5091d38a10d1
"ZHEJIANG APELOA KANGYU PHARMACEUTICAL CO., LTD.333 SECOND JIANGNAN  ROAD, HENGDIAN, DONGYANG, ZHEJIANG, 322118, CHINA",54eed48b-db8c-43b9-97f8-5091d38a10d1
"ZHEJIANG AUSUN PHARMACEUTICAL CO., LTD.NO.5, DONGHAI 4TH AVENUE, ZHEJIANG CHEMICAL MATERIALS BASE LINHAI ZONE, ZHEJIANG, CHINA",54eed48e-2ea0-4575-832f-5091d38a10d1
"ZHEJIANG CHARIOTEER PHARMACEUTICAL CO., LTD.TONGYUANXI, DAZHAN, XIANJU, TAIZHOU, ZHEJIANG PROVINCE, 317321, P.R. CHINA",54eed48b-aa38-4df2-846f-5091d38a10d1
"ZHEJIANG CHIRAL MEDICINE CHEMICALS CO., LTD.NANYANG ECONOMY DEVELOPMENT ZONE, XIAOSHAN, HANGZHOU, ZHEJIANG PROVINCE, P.R.CHINA",54eed48c-4254-4b65-bd16-5091d38a10d1
"ZHEJIANG EAST-ASIA PHARMACEUTICAL CO., LTD.ECONOMIC DEVELOPMENT ZONE ,SANMEN , ZHEJIANG, CHINA",54eed48b-b3ec-4c66-9042-5091d38a10d1
"ZHEJIANG EXCEL PHARMACEUTICAL CO., LTD.NO.9 DAZHA ROAD, HUANGYAN ECONOMIC DEVELOPMENT ZONE, TAIZHOU, ZHEJIANG, CHINA",54eed48b-e7b8-4a2e-8a37-5091d38a10d1
"ZHEJIANG GUOBANG PHARMACEUTICAL CO., LTD12F, NO.3688, JIANGNAN ROAD, BINJIANG DISTRICT, HANGZHOU CITY, ZHEJIANG PROVINCE, CHINA 310053",54eed48e-e67c-4fbc-95cc-5091d38a10d1
"ZHEJIANG GUOBANG PHARMACEUTICAL CO.,LTDNo.6 Weiwu ROAD, Hangzhou Gulf Shangyu Industrial Zone,Zhejiang,CHINA",54eed48b-6ac4-47a3-9e39-5091d38a10d1
"ZHEJIANG HAISEN PHARMACEUTICAL CO., LTD.LIUSHI ST. DONGYANG CITY, ZHEJIANG, CHINA",54eed48d-ccfc-4ff3-972c-5091d38a10d1
"ZHEJIANG HAIZHOU PHARMACEUTICAL CO., LTD.YANHAI INDUSTRIAL ZONE LINHAI ZHEJIANG, CHINA",54eed48b-8920-42c9-ae1f-5091d38a10d1
"ZHEJIANG HISOAR PHARMACEUTICAL CO., LTDNO.100, WAISHA BRANCH RD, JIAOJIANG TAIZHOU ZHEJIANG, CHINA.",54eed48c-ff74-4fe0-8e5e-5091d38a10d1
"ZHEJIANG HISUN PHARMACEUTICAL CO., LTD.56 Binhai Road, Jiaojiang District, Taizhou City, Zhejiang Province, China",54eed48b-d198-4c77-a482-5091d38a10d1
"ZHEJIANG HUAHAI PHARMACEUTICAL CO., LTD.XUNQIAO, LINHAI, ZHEJIANG, CHINA",54eed48c-672c-4942-9ffd-5091d38a10d1
"ZHEJIANG HUAYI PHARMACEUTICAL CO., LTD.NO.15, SHUANGFENG ROAD, FOTANG, YIWU, ZHEJIANG, 322002, CHINA.",54eed48b-c490-4b41-a9d9-5091d38a10d1
"ZHEJIANG JIANFENG HAIZHOU PHARMACEUTICAL CO., LTDYANHAI INDUSTRIAL ZONE LINHAI, ZHEJIANG CHINA",54eed48b-4680-4ebf-8fa5-5091d38a10d1
"ZHEJIANG JIANGBEI PHARMACEUTICAL CO., LTD.DONGDAI ZHANG'AN STREET JIAOJIANG TAIZHOU CITY ZHEJIANG PROVINCE, CHINA",54eed48c-39e8-467a-aeb9-5091d38a10d1
"ZHEJIANG JIUZHOU PHARMACEUTICAL CO., LTD.WAISHA INDUSTRIAL PARK, JIAOJIANG DISTRICT TAIZHOU CITY, ZHEJIANG PROVINCE, CHINA",54eed48a-d48c-46f3-bdd9-5091d38a10d1
"ZHEJIANG KANGLE PHARMACEUTICAL CO., LTD.NO.1 QUJIANG ROAD, LONGWAN ECONOMIC DEVELOPMENT ZONE, WENZHOU ZHEJIANG CHINA",54eed48b-2300-4b7d-9901-5091d38a10d1
"ZHEJIANG KANGYU PHARMACEUTICAL CO., LTD.NO.8, JIANGNAN WEST ROAD, HENGDIAN TOWN, DONGYANG, ZHEJIANG, CHINA",54eed48b-3428-4dc0-aa11-5091d38a10d1
"ZHEJIANG KINGLYUAN PHARMACEUTICAL CO., LTD.HANGZHOU BAY SHANGYU INDUSTRIAL PARK WEIJIU ROAD NO.3 ZHEJIANG CHINA.",54eed48b-ce70-46c9-a759-5091d38a10d1
"ZHEJIANG LANGHUA PHARMACEUTICAL CO,. LTD.ZHEJIANG PROVINCIAL CHEMICAL AND MEDICAL  MATERIALS BASE LINHAI ZONE,CHINA",54eed48c-6fb4-4a5f-834f-5091d38a10d1
"ZHEJIANG LANGHUA PHARMACEUTICAL CO., LTD.NO.1, A2-A4 MEDICINE - CHEMISTRY PARK DUQIAO TOWN LINHAI CITY ZHEJIANG CHINA",54eed48b-ade0-4add-851c-5091d38a10d1
"ZHEJIANG NEO-DANKONG PHARMACEUTICAL CO., LTD.NO.259 BINHAI ROAD YANTON, JIAOJIANG DISTRICT, TAIZHOU CITY, ZHEJIANG CHINA.",54eed48b-86c4-4b46-8d46-5091d38a10d1
"ZHEJIANG SANMEN EAST-ASIA PHARMACEUTICAL CO., LTD.ECONOMIC DEVELOPMENT ZONE OF SANMEN COUNTY, ZHEJIANG, CHINA",54eed48b-8804-4d01-bb04-5091d38a10d1
"ZHEJIANG SUPOR PHARMACEUTICALS CO., LTD.YUEDONG ROAD, PAOJIANG INDUSTRIAL ZONE, SHAOXING, ZHEJIANG, CHINA",54eed48b-bce4-40f0-93d9-5091d38a10d1
"ZHEJIANG TIANXIN PHARMACEUTICAL CO., LTDNO.215, FENGZE ROAD, TIANTAI, ZHEJIANG, CHINA",54eed48b-43e0-4cd2-9920-5091d38a10d1
"ZHEJIANG TIANYU PHARMACEUTICAL CO., LTD.NO.15, DONGHAI 5TH AVENUE, ZHEJIANG PROVINCIAL CHEMICAL AND MEDICAL RAW MATERIALS BASE LINHAI ZONE, ZHEJIANG, CHINA",54eed48c-dfe4-449d-804a-5091d38a10d1
"ZHEJIANG XIANJU PHARMACEUTICAL CO., LTD.NO.1 XIANYAO ROAD, XIANJU, ZHEJIANG, CHINA",54eed48a-32b0-4dda-88f9-5091d38a10d1
"ZHEJIANG XIANJU PHARMACEUTICAL CO., LTD. / PMFR670NO.1 XIANYAO ROAD, XIANJU, ZHEJIANG, CHINA",54eed48c-b27c-4639-9b80-5091d38a10d1
"ZHEJIANG XIANJU XIANLE PHARMACEUTICAL CO., LTD.NO.5 CHUAN CHENG SOUTH ROAD, CHENGGUAN, XIANJU TAIZHOU, ZHEJIANG, CHINA",54eed48c-701c-459f-bfcb-5091d38a10d1
"ZHUHAI UNITED LABORATORIES CO., LTD.SANZAO SCIENCE & TECHNOLOGY PARK, NATIONAL HI-TECH ZONE, ZHUHAI, GUANGDONG, CHINA",54eed48e-177c-46fc-8c38-5091d38a10d1
"ZHUHAI UNTIED LABORATORIES CO., LTD.SANZAO SCJENCE & TECHNOLOGY GARDEN, NATIONAL HI-TECH ZONE, ZHUHAI. GUANGDONG, CHINA",54eed48b-9484-45bc-a9c7-5091d38a10d1
"ZIMO CHEMICAL S.P.A.CELLOLE VIA STAZIONE",54eed498-e340-4620-b34b-5091d38a10d1
"ZLB BEHRING GMBHEMIL-VON-BEHRING, STRASSE 76, 35041 MARBURG, GERMANY",54eed48c-f888-4496-8264-5091d38a10d1
"ZLB BEHRING L.L.C.ROUTE 50 AND ARMOUR ROAD BRADLEY, IL 60915 USA",54eed48b-1b3c-4472-8a2f-5091d38a10d1
"ZUELLIG PHARMA SPECIALTY SOLUTIONS GROUP PTE. LTD.15 CHANGI NORTH WAY, #02-02, #02-10, SINGAPORE 498770",54eed48b-c384-4600-a52f-5091d38a10d1
"ZUMBA VERTRIEBSGESELLSCHAFT PHARMAZEUTISCHER ERZEUGNISSE MBH8000 MUNCHEN 80 BRD WESTERN",54eed496-1e30-4d9f-ba02-5091d38a10d1
"ZYDUS HOSPIRA ONCOLOGY PRIVATE LIMITEDPHARMEZ SPECIAL ECONOMIC ZONE, PLOT NO.3, SARKHEJ-BAVLA ROAD, N.H. NO. 8A, VILLAGE: MATODA, TALUKA: SANAND, DISTRICT-AHMEDABAD-382 213 (GUJARAT), INDIA",54eed499-671c-4418-8d93-5091d38a10d1
一力藥廠股份有限公司高雄市岡山區本工西路20號,54e0cc8f-15dc-4ff5-acf4-333ad38a10d1
一安堂企業股份有限公司嘉義縣民雄鄉雙福村建國路3段260巷25號,54e0cc8e-cd74-4515-ad5e-333ad38a10d1
一度勇企業有限公司彰化縣彰化市新興里辭修北路167巷106號,54e0cc92-1ab0-4f85-be9d-333ad38a10d1
一德藥品廠股份有限公司台南市南區新忠路18號,54e0cc8e-2d30-4c14-9e98-333ad38a10d1
一德醫藥生技股份有限公司高雄市鼓山區篤敬路35號3樓,54e0c4a0-9008-4fe0-9ab1-3fe5d38a10d1
一成藥品股份有限公司新北市汐止區新台五路一段77號20樓,54e0c49a-ca78-43ba-b858-3fe5d38a10d1
一百實業股份有限公司台北巿南京東路４段５１號３Ｆ,54e0c49b-c818-487f-b2dd-3fe5d38a10d1
一藥企業股份有限公司台北巿民生東路三段四號五樓,54e0c4a5-6c40-4640-b176-3fe5d38a10d1
一龍化學貿易有限公司台北巿長安西路７８巷１弄１０－１號,54e0c498-e7a0-4b1b-9e39-3fe5d38a10d1
七原貿易股份有限公司台北巿延平南路２３６號７樓,54e0c4a1-db3c-4f95-b9ac-3fe5d38a10d1
七懋實業股份有限公司台北巿文山區新光路一段六號,54e0c4a1-8264-47a1-85e5-3fe5d38a10d1
七星化學製藥股份有限公司新北市土城區福安街７５號,54e0c498-5dcc-40ac-a070-3fe5d38a10d1
七春貿易股份有限公司台北巿民樂街３０號,54e0c4a3-c8c0-49ac-92bf-3fe5d38a10d1
七海企業股份有限公司台北市大安區復興南路一段352號10樓之2,54e0c4a7-4e00-4808-8de0-3fe5d38a10d1
七順股份有限公司台北巿金山南路一段２５號２樓,54e0c4a1-2914-468f-96fe-3fe5d38a10d1
三仙貿易股份有限公司台北巿復興南路二段１２５巷２０弄２號２樓,54e0c4a2-3568-431c-a46e-3fe5d38a10d1
三元藥行宜蘭縣羅東鎮天津路６３號,54e0c498-09b0-426b-b6f1-3fe5d38a10d1
三光製藥廠台中巿中山路１９０號,54e0c49a-a734-4ee0-b093-3fe5d38a10d1
三公實業有限公司台北巿蘭州街５８號,54e0c4a0-c390-429d-acd1-3fe5d38a10d1
三共貿易有限公司台北巿博愛路２８號１樓,54e0c4a2-6e50-4605-ba7e-3fe5d38a10d1
三友生技醫藥股份有限公司台南市後壁區福安里下寮路207之3號,54e0cc8e-2c30-40b3-80d9-333ad38a10d1
三友生技醫藥股份有限公司製藥廠台南市後壁區福安村下寮路207之3號,54e0cc8e-9e84-4337-8d43-333ad38a10d1
三合興化學製藥廠有限公司台北巿貴德街４７號之５,54e0c498-af38-41d0-b5a1-3fe5d38a10d1
三和藥廠西藥販賣部彰化巿成功路１５６號,54e0c498-492c-426b-b04b-3fe5d38a10d1
三多士股份有限公司台北市大安區四維路208巷3之1號1樓,54e0c49f-7cb8-4cdc-9aa6-3fe5d38a10d1
三太藥品行台南縣鹽水鎮中正路２３號,54e0c49c-38ac-4bda-896d-3fe5d38a10d1
三寶佛生物科技股份有限公司宜蘭縣宜蘭市文昌路一二五號,54e0cc8e-bd34-472e-9a47-333ad38a10d1
三寶佛製藥廠有限公司桃園縣龍潭鄉八德村八張犁55-15號,54e0cc8e-b5c8-42b1-bedf-333ad38a10d1
三寶佛製藥股份有限公司桃園縣龍潭鄉八德村八張犁五十五之十五號,54e0cc8e-7df8-41fe-ad28-333ad38a10d1
三岳化成股份有限公司嘉義縣民雄工業區北斗村中正路５號,54e0c49e-9dc8-445e-a806-3fe5d38a10d1
三崎貿易有限公司台北巿忠孝東路４段１８１巷３５弄８號１樓,54e0c4a3-f2ec-4bc4-8b63-3fe5d38a10d1
三才中藥房台南市新營區民生里民治路75之1號,54e0cc8e-3370-4b0f-935e-333ad38a10d1
三才堂製藥廠有限公司桃園縣楊梅鎮梅溪里新農街二段２０９巷６１弄９號,54e0cc8e-e8b8-4b2b-a2b9-333ad38a10d1
三新化學製藥廠鳳山巿瑞安路１０２號,54e0c499-9128-464b-837c-3fe5d38a10d1
三新藥品有限公司高雄縣鳳山巿瑞安路１０２號,54e0c49b-9588-4af6-8a3e-3fe5d38a10d1
三星藥品工業股份有限公司雲林縣土庫鎮中山路８５號,54e0c49a-c808-41ae-be55-3fe5d38a10d1
三星藥品股份有限公司雲林縣土庫鎮中山路７９號,54e0c498-904c-48f4-9b1f-3fe5d38a10d1
三暐貿易有限公司台北巿漢口街１－６９號３樓,54e0c4a1-deec-4f9c-a85a-3fe5d38a10d1
三東化學製藥股份有限公司台南縣佳里鎮禮化里２４７號,54e0c498-9a10-4e91-a87a-3fe5d38a10d1
三東生物科技股份有限公司台南市佳里區禮化里２４７號,54e0c498-7a40-43ca-8a01-3fe5d38a10d1
三正貿易有限公司台北市萬華區洛陽街9號9樓之9,54e0cc90-0038-4c02-9e15-333ad38a10d1
三河貿易有限公司台北巿長春路１４３號之１０,54e0c498-96c4-4a34-b245-3fe5d38a10d1
三泰製藥廠有限公司高雄市前區區新生路228號,54e0cc91-68d4-45e7-b3f9-333ad38a10d1
三洋藥品工業股份有限公司高雄市苓雅區中正二路１７５號２３樓,54e0cc8e-de40-4366-8260-333ad38a10d1
三洋藥品工業股份有限公司大發廠高雄市大寮區大寮村華西路４５號,54e0cc90-82d0-4a63-ac59-333ad38a10d1
三福氣體股份有限公司台中廠台中市台中工業區工業三路9號,54e0c4a0-a208-45ae-a0e6-3fe5d38a10d1
三福氣體股份有限公司台南廠台南市永康區三民里和平東路28號,54e0c49f-fc68-492a-8f2e-3fe5d38a10d1
三福氣體股份有限公司西盛廠新北市新莊區新樹路293巷11號,54e0c49f-3258-42e8-9505-3fe5d38a10d1
三福氣體股份有限公司觀音二廠桃園縣觀音鄉工業一路１６之１號,54e0c4a8-4330-4ed2-9b51-3fe5d38a10d1
三禾生物科技有限公司台南市安南區海佃路2段307巷43號1樓,54e0cc8e-0970-4348-a8f0-333ad38a10d1
三立國際藥品股份有限公司雲林縣斗六市平等街31號1樓,54e0cc8e-ae1c-45b9-a661-333ad38a10d1
三立製藥股份有限公司台中巿北屯區軍功里軍功路３９－３號,54e0c499-fd10-4e83-9312-3fe5d38a10d1
三能化學股份有限公司彰化縣秀水鄉安東村中山路２０１號,54e0c498-fa10-424d-a1e0-3fe5d38a10d1
三華製藥廠股份有限公司台北巿和平西路二段１４２－３號,54e0c498-1e8c-4bd7-854d-3fe5d38a10d1
三雄蔘藥行彰化縣永靖街99號,54e0cc90-6b94-44b3-94a2-333ad38a10d1
三鶯氣體有限公司鶯歌廠新北市鶯歌區二甲路68之1號,54e0c4a0-bc34-4513-bfeb-3fe5d38a10d1
三龍製藥廠有限公司台南市長榮路二段三二巷九一號,54e0cc8f-84c0-4cff-a7cb-333ad38a10d1
上合有限公司台北巿愛國西路９號２樓之２,54e0c4a5-a934-41d2-8917-3fe5d38a10d1
上品藥業有限公司台北巿復興南路二段１５７號３Ｆ之１,54e0c4a3-2ebc-4144-8d07-3fe5d38a10d1
上大藥品有限公司新北市蘆洲區中山二路176之1號5樓,54e0c49b-15fc-42af-87d6-3fe5d38a10d1
上太股份有限公司台北巿和平西路三段５７之１號,54e0c4a4-1048-4ab1-acd6-3fe5d38a10d1
上海聯合藥房股份有限公司台北巿衡陽路３２號,54e0c498-c790-419f-8da1-3fe5d38a10d1
上禾興藥業有限公司屏東縣屏東市北興里公裕街265號1樓,54e0cc8e-6238-4f3a-926f-333ad38a10d1
下春企業有限公司台南市新營區建業路建業路八十一巷二弄十四號一樓,54e0cc93-9454-4d50-a4c7-333ad38a10d1
世信生物科技股份有限公司台北市松山區敦化北路201之36號5樓,54e0c498-9790-4091-9db1-3fe5d38a10d1
世強化學製藥股份有限公司台北市松江路７２號１０樓,54e0c49b-d0a8-4555-9638-3fe5d38a10d1
世強化學製藥股份有限公司中壢廠臺北市松江路７２號１０Ｆ,54e0c49d-f1fc-4c8a-9705-3fe5d38a10d1
世強實業股份有限公司台北巿松江路５４號,54e0c4a1-4228-4f2e-8e58-3fe5d38a10d1
世揚生物科技有限公司彰化縣埔心鄉大華村大明路276號,54e0cc96-c060-4d71-b9d6-333ad38a10d1
世潮企業股份有限公司台北巿民生東路５９８號１０Ｆ,54e0c49b-b14c-4197-ab05-3fe5d38a10d1
世界企業有限公司台北巿忠孝東路一段１４０號５樓,54e0c498-bf38-4216-8070-3fe5d38a10d1
世紀化學製藥股份有限公司新北市瑞芳區瑞芳工業區頂坪路１１５號,54e0c499-31b8-4b8a-820b-3fe5d38a10d1
世紀化學製藥股份有限公司瑞芳廠台北縣瑞芳鎮瑞芳工業區頂坪路１１５號,54e0c49a-9268-4cbd-bd18-3fe5d38a10d1
世美國際有限公司台北巿南京西路１號６樓６０１室,54e0c4a5-4f3c-4f0d-9be4-3fe5d38a10d1
世羽興業有限公司台北市信義區基隆路1段147巷34號,54e0c4a0-3264-4fe4-85e6-3fe5d38a10d1
世育興業股份有限公司高雄市鼓山區大順一路453號15樓之1,54e0c49e-9fbc-4850-ac7d-3fe5d38a10d1
世辰行有限公司苗栗縣竹南鎮大厝里香山厝10號,54e0cc8f-4d24-4d1d-8dd9-333ad38a10d1
世達藥品工業股份有限公司台中巿西屯工業區十五路２號,54e0c499-68a4-4ff9-96fa-3fe5d38a10d1
丙安科技有限公司台南市新營區新嘉街6號,54e0c4a0-bb8c-42f9-8851-3fe5d38a10d1
丞泰企業有限公司台北巿復興北路１５６號７樓,54e0c498-f860-46fd-9c29-3fe5d38a10d1
中一製藥股份有限公司台南市仁德區保安村開發二路２９號,54e0c49a-77a8-4b48-b54a-3fe5d38a10d1
中信貿易股份有限公司台北巿吉林路２６巷８號,54e0c499-bf84-42a8-a4eb-3fe5d38a10d1
中化合成生技股份有限公司山佳工廠新北市樹林區東興街一號,54e0c497-ae2c-45cb-8aa1-3fe5d38a10d1
中化裕民健康事業股份有限公司台北市中正區襄陽路23號8樓,54e0c499-93d0-4e8a-bc6c-3fe5d38a10d1
中南化學廠南投縣草屯鎮中正路１２０５號,54e0c49c-021c-42df-92d1-3fe5d38a10d1
中友貿易有限公司台北巿漢口街一段１０５號,54e0c4a2-1d38-49ea-b59c-3fe5d38a10d1
中和貿易行有限公司台北巿民權東路三段１０６巷２３號６樓,54e0c4a0-07ec-4fe4-a2bc-3fe5d38a10d1
中國化學合成工業股份有限公司台北縣樹林鎮東興街一號,54e0c497-c09c-4e16-8e60-3fe5d38a10d1
中國化學合成工業股份有限公司山佳工廠台北縣樹林鎮東興街１號,54e0c497-c5b0-482e-a981-3fe5d38a10d1
中國化學製藥股份有限公司台北巿襄陽路２３號,54e0c498-e2f0-4760-9777-3fe5d38a10d1
中國化學製藥股份有限公司台中工廠台中市西屯區工業區１５路１０號,54e0c498-b15c-4fe5-af67-3fe5d38a10d1
中國化學製藥股份有限公司台南三廠台南市官田區二鎮里工業西路46號之8,54e0c49b-c340-40aa-b6ad-3fe5d38a10d1
中國化學製藥股份有限公司台南二廠台南縣官田鄉二鎮村工業路３９號,54e0c49f-5efc-4cd5-b563-3fe5d38a10d1
中國化學製藥股份有限公司新豐工廠新竹縣新豐鄉坑子口１８２之１號,54e0c497-ad18-4edc-bec8-3fe5d38a10d1
中國化學製藥股份有限公司樹林工廠臺北市襄陽路２３號,54e0c497-1714-464e-9201-3fe5d38a10d1
中國振業有限公司台北巿忠孝東路四段２１９號１１樓,54e0c499-9680-4556-a244-3fe5d38a10d1
中國新藥生化股份有限公司台北巿中正區永綏街５號,54e0c497-8134-4fca-885e-3fe5d38a10d1
中國新藥生化股份有限公司新莊工廠台北縣新莊巿西盛里新樹路５０１號,54e0c497-84b8-4b45-8b94-3fe5d38a10d1
中國血清疫苗製造所股份有限公司台北縣三峽鎮溪南里１４３號,54e0c498-ebdc-42b7-94c0-3fe5d38a10d1
中大藥品股份有限公司台南市中西區民權路二段158號3樓,54e0c498-9090-4491-8524-3fe5d38a10d1
中天生物科技股份有限公司臺北市南港區園區街3號14樓之1,54e0cc92-9138-4665-b551-333ad38a10d1
中天生物科技股份有限公司龍潭廠桃園縣龍潭鄉高楊北路八十一號,54e0cc92-7bbc-465f-8ef2-333ad38a10d1
中央藥品股份有限公司桃園縣桃園市春日路1274號,54e0c498-0298-456a-844d-3fe5d38a10d1
中央製藥股份有限公司桃園縣蘆竹鄉海山路二段３９７號,54e0c498-a974-4244-8d32-3fe5d38a10d1
中成生化股份有限公司台北巿中山區中山北路二段113號7樓,54e0c4a4-0f74-4ad6-b872-3fe5d38a10d1
中敏有限公司台北市和平東路二段９６巷１５弄１１號４樓,54e0c498-f900-41e7-8350-3fe5d38a10d1
中日藥品股份有限公司台北市信義區逸仙路５０巷１２號７樓之１,54e0c498-9378-46cc-a64f-3fe5d38a10d1
中日製藥股份有限公司台北縣瑞芳鎮頂坪路２９號,54e0c499-d614-46fa-8222-3fe5d38a10d1
中榮貿易股份有限公司台北巿太原路２２巷４號３樓,54e0cc8e-94d8-4092-ab25-333ad38a10d1
